timestamp,symbol,price,size,side,trade_id,venue
1783039634316418000,BTC-USD,61305.99,0.00005097,sell,1049267831,COINBASE
1783039634316418000,BTC-USD,61306.29,0.00013957,sell,1049267832,COINBASE
1783039635040258000,BTC-USD,61306.28,0.0000002,buy,1049267833,COINBASE
1783039635150867000,BTC-USD,61306.28,0.00003262,buy,1049267834,COINBASE
1783039635335202000,BTC-USD,61306.28,0.00000009,buy,1049267835,COINBASE
1783039635734762000,BTC-USD,61306.28,0.00064553,buy,1049267836,COINBASE
1783039636188717000,BTC-USD,61306.29,0.00019292,sell,1049267837,COINBASE
1783039636188717000,BTC-USD,61306.29,0.00030526,sell,1049267838,COINBASE
1783039636188717000,BTC-USD,61306.29,0.00031058,sell,1049267839,COINBASE
1783039636188717000,BTC-USD,61306.29,0.00060973,sell,1049267840,COINBASE
1783039636189053000,BTC-USD,61307.52,0.00005097,sell,1049267841,COINBASE
1783039636341030000,BTC-USD,61307.82,0.00031698,sell,1049267842,COINBASE
1783039636345816000,BTC-USD,61307.81,0.00000016,buy,1049267843,COINBASE
1783039636489766000,BTC-USD,61307.81,0.00000021,buy,1049267844,COINBASE
1783039636505267000,BTC-USD,61307.82,0.00061364,sell,1049267845,COINBASE
1783039636526384000,BTC-USD,61307.82,0.0015782,sell,1049267846,COINBASE
1783039636986453000,BTC-USD,61307.81,0.00000083,buy,1049267847,COINBASE
1783039637303435000,BTC-USD,61307.82,0.00001614,sell,1049267848,COINBASE
1783039637329445000,BTC-USD,61307.82,0.00000032,sell,1049267849,COINBASE
1783039637575902000,BTC-USD,61307.81,0.00000007,buy,1049267850,COINBASE
1783039638435052000,BTC-USD,61307.81,0.00000021,buy,1049267851,COINBASE
1783039638685769000,BTC-USD,61307.81,0.00000013,buy,1049267852,COINBASE
1783039639827709000,BTC-USD,61307.81,0.00000028,buy,1049267853,COINBASE
1783039639857451000,BTC-USD,61307.81,0.00000019,buy,1049267854,COINBASE
1783039639928736000,BTC-USD,61307.82,0.00013608,sell,1049267855,COINBASE
1783039639928736000,BTC-USD,61307.82,0.00037881,sell,1049267856,COINBASE
1783039639928736000,BTC-USD,61307.82,0.00030527,sell,1049267857,COINBASE
1783039639928736000,BTC-USD,61307.82,0.00055115,sell,1049267858,COINBASE
1783039639928736000,BTC-USD,61307.82,0.00669947,sell,1049267859,COINBASE
1783039639942552000,BTC-USD,61307.82,0.00000326,sell,1049267860,COINBASE
1783039639954294000,BTC-USD,61307.82,0.00000016,sell,1049267861,COINBASE
1783039639958869000,BTC-USD,61307.81,0.00000005,buy,1049267862,COINBASE
1783039640236181000,BTC-USD,61307.82,0.00021856,sell,1049267863,COINBASE
1783039640853530000,BTC-USD,61307.81,0.0040308,buy,1049267864,COINBASE
1783039640853530000,BTC-USD,61307.81,0.00019697,buy,1049267865,COINBASE
1783039640853530000,BTC-USD,61307.81,0.13048908,buy,1049267866,COINBASE
1783039640853530000,BTC-USD,61307.63,0.00165202,buy,1049267867,COINBASE
1783039640853530000,BTC-USD,61306.76,0.06523296,buy,1049267868,COINBASE
1783039640853530000,BTC-USD,61306.13,0.12820331,buy,1049267869,COINBASE
1783039640853587000,BTC-USD,61306.13,0.05640652,buy,1049267870,COINBASE
1783039640853605000,BTC-USD,61306.13,0.03040652,buy,1049267871,COINBASE
1783039640853722000,BTC-USD,61306.13,0.03998369,buy,1049267872,COINBASE
1783039640853722000,BTC-USD,61305.98,0.24391941,buy,1049267873,COINBASE
1783039640853936000,BTC-USD,61305.98,0.01108063,buy,1049267874,COINBASE
1783039640858313000,BTC-USD,61305.52,0.08296589,buy,1049267875,COINBASE
1783039640858635000,BTC-USD,61305.52,0.09334653,buy,1049267876,COINBASE
1783039640900821000,BTC-USD,61305.52,0.00003262,buy,1049267877,COINBASE
1783039640960445000,BTC-USD,61305.52,0.00000003,buy,1049267878,COINBASE
1783039641093611000,BTC-USD,61305.52,0.00137145,buy,1049267879,COINBASE
1783039641249715000,BTC-USD,61305.52,0.00000009,buy,1049267880,COINBASE
1783039641266864000,BTC-USD,61305.52,0.00000027,buy,1049267881,COINBASE
1783039642064157000,BTC-USD,61305.52,0.00000011,buy,1049267882,COINBASE
1783039642489474000,BTC-USD,61305.52,0.00010262,buy,1049267883,COINBASE
1783039642498707000,BTC-USD,61305.52,0.00000017,buy,1049267884,COINBASE
1783039642613432000,BTC-USD,61305.52,0.00000007,buy,1049267885,COINBASE
1783039642802806000,BTC-USD,61305.52,0.00032787,buy,1049267886,COINBASE
1783039643071417000,BTC-USD,61305.52,0.02185228,buy,1049267887,COINBASE
1783039643071417000,BTC-USD,61305.52,0.00002229,buy,1049267888,COINBASE
1783039643071417000,BTC-USD,61305.52,0.00132165,buy,1049267889,COINBASE
1783039643071417000,BTC-USD,61305.52,0.00418084,buy,1049267890,COINBASE
1783039643204068000,BTC-USD,61305.53,0.00001614,sell,1049267891,COINBASE
1783039643207240000,BTC-USD,61305.52,0.00000005,buy,1049267892,COINBASE
1783039643486272000,BTC-USD,61305.52,0.14260732,buy,1049267893,COINBASE
1783039643488396000,BTC-USD,61305.52,0.03092779,buy,1049267894,COINBASE
1783039643488396000,BTC-USD,61305.52,0.00023056,buy,1049267895,COINBASE
1783039643495861000,BTC-USD,61305.52,0.00087031,buy,1049267896,COINBASE
1783039643506150000,BTC-USD,61305.02,0.04974576,buy,1049267897,COINBASE
1783039643516401000,BTC-USD,61305.03,0.00061879,sell,1049267898,COINBASE
1783039643537104000,BTC-USD,61305.03,0.009,sell,1049267899,COINBASE
1783039643642602000,BTC-USD,61305.03,0.00080742,sell,1049267900,COINBASE
1783039643730652000,BTC-USD,61305.02,0.06219433,buy,1049267901,COINBASE
1783039643745595000,BTC-USD,61305.02,0.00000025,buy,1049267902,COINBASE
1783039644016676000,BTC-USD,61305.02,0.00000007,buy,1049267903,COINBASE
1783039644239019000,BTC-USD,61305.02,0.03431982,buy,1049267904,COINBASE
1783039644307778000,BTC-USD,61305.02,0.00002447,buy,1049267905,COINBASE
1783039644307820000,BTC-USD,61305.02,0.00002447,buy,1049267906,COINBASE
1783039644307952000,BTC-USD,61305.02,0.00002447,buy,1049267907,COINBASE
1783039644319224000,BTC-USD,61305.02,0.00000003,buy,1049267908,COINBASE
1783039644956103000,BTC-USD,61305.02,0.00000019,buy,1049267909,COINBASE
1783039644964547000,BTC-USD,61305.02,0.12771131,buy,1049267910,COINBASE
1783039645006584000,BTC-USD,61305.03,0.00016155,sell,1049267911,COINBASE
1783039645475381000,BTC-USD,61305.02,0.00000007,buy,1049267912,COINBASE
1783039645491772000,BTC-USD,61305.02,0.00000013,buy,1049267913,COINBASE
1783039645626800000,BTC-USD,61305.02,0.00003262,buy,1049267914,COINBASE
1783039645931369000,BTC-USD,61305.02,0.0050781,buy,1049267915,COINBASE
1783039645931369000,BTC-USD,61305.02,0.00087031,buy,1049267916,COINBASE
1783039645931369000,BTC-USD,61305.02,0.00001159,buy,1049267917,COINBASE
1783039645933240000,BTC-USD,61305.02,0.00001108,buy,1049267918,COINBASE
1783039645933240000,BTC-USD,61303.94,0.0016311,buy,1049267919,COINBASE
1783039645948409000,BTC-USD,61299.3,0.05536674,sell,1049267920,COINBASE
1783039645948409000,BTC-USD,61299.3,0.06512321,sell,1049267921,COINBASE
1783039645948409000,BTC-USD,61300.42,0.00871464,sell,1049267922,COINBASE
1783039645953814000,BTC-USD,61299.3,0.0266,sell,1049267923,COINBASE
1783039645953814000,BTC-USD,61299.8,0.0266,sell,1049267924,COINBASE
1783039645959071000,BTC-USD,61299.3,0.017596,sell,1049267925,COINBASE
1783039646571885000,BTC-USD,61299.3,0.00008,sell,1049267926,COINBASE
1783039646780962000,BTC-USD,61299.29,0.00000011,buy,1049267927,COINBASE
1783039647079679000,BTC-USD,61299.3,0.00236701,sell,1049267928,COINBASE
1783039647079679000,BTC-USD,61299.3,0.00061776,sell,1049267929,COINBASE
1783039647184645000,BTC-USD,61299.29,0.0000001,buy,1049267930,COINBASE
1783039647411016000,BTC-USD,61299.3,0.00029,sell,1049267931,COINBASE
1783039647797612000,BTC-USD,61299.29,0.00000004,buy,1049267932,COINBASE
1783039647814591000,BTC-USD,61299.29,0.00000021,buy,1049267933,COINBASE
1783039647887133000,BTC-USD,61299.3,0.00001615,sell,1049267934,COINBASE
1783039648342285000,BTC-USD,61299.3,0.00036512,sell,1049267935,COINBASE
1783039648468210000,BTC-USD,61299.29,0.00000019,buy,1049267936,COINBASE
1783039648717815000,BTC-USD,61299.29,0.00027205,buy,1049267937,COINBASE
1783039649053316000,BTC-USD,61300.52,0.00000004,buy,1049267938,COINBASE
1783039649064478000,BTC-USD,61300.53,0.00005098,sell,1049267939,COINBASE
1783039649064478000,BTC-USD,61300.83,0.00407825,sell,1049267940,COINBASE
1783039649064478000,BTC-USD,61300.83,0.00407825,sell,1049267941,COINBASE
1783039649064478000,BTC-USD,61301.75,0.00005098,sell,1049267942,COINBASE
1783039649064478000,BTC-USD,61302.36,0.00407815,sell,1049267943,COINBASE
1783039649064478000,BTC-USD,61302.79,0.00106828,sell,1049267944,COINBASE
1783039649064478000,BTC-USD,61305.53,0.00025944,sell,1049267945,COINBASE
1783039649064478000,BTC-USD,61305.53,0.00037879,sell,1049267946,COINBASE
1783039649064478000,BTC-USD,61305.53,0.00021081,sell,1049267947,COINBASE
1783039649064478000,BTC-USD,61307.82,0.0104743,sell,1049267948,COINBASE
1783039649159712000,BTC-USD,61307.81,0.00008237,buy,1049267949,COINBASE
1783039649509726000,BTC-USD,61307.81,0.00000022,buy,1049267950,COINBASE
1783039650203634000,BTC-USD,61307.82,0.03171143,sell,1049267951,COINBASE
1783039650203634000,BTC-USD,61307.82,0.0003788,sell,1049267952,COINBASE
1783039650203634000,BTC-USD,61307.82,0.00021537,sell,1049267953,COINBASE
1783039650203634000,BTC-USD,61307.82,0.00092948,sell,1049267954,COINBASE
1783039650203634000,BTC-USD,61308.15,0.000018,sell,1049267955,COINBASE
1783039650497780000,BTC-USD,61308.58,0.0000002,buy,1049267956,COINBASE
1783039650772295000,BTC-USD,61308.59,0.00005097,sell,1049267957,COINBASE
1783039650772295000,BTC-USD,61308.59,0.00029403,sell,1049267958,COINBASE
1783039650772295000,BTC-USD,61308.59,0.00011455,sell,1049267959,COINBASE
1783039650772295000,BTC-USD,61308.97,0.00005097,sell,1049267960,COINBASE
1783039650772295000,BTC-USD,61309.05,0.00005097,sell,1049267961,COINBASE
1783039651063159000,BTC-USD,61310.57,0.00000021,buy,1049267962,COINBASE
1783039651391186000,BTC-USD,61310.57,0.00000015,buy,1049267963,COINBASE
1783039651619992000,BTC-USD,61310.57,0.00000019,buy,1049267964,COINBASE
1783039651790324000,BTC-USD,61310.58,0.00004635,sell,1049267965,COINBASE
1783039652723625000,BTC-USD,61310.58,0.00001614,sell,1049267966,COINBASE
1783039652753630000,BTC-USD,61310.57,0.00000013,buy,1049267967,COINBASE
1783039653000152000,BTC-USD,61310.57,0.00000013,buy,1049267968,COINBASE
1783039653118352000,BTC-USD,61310.58,0.00116045,sell,1049267969,COINBASE
1783039653344685000,BTC-USD,61310.58,0.00162474,sell,1049267970,COINBASE
1783039653426440000,BTC-USD,61310.58,0.00726749,sell,1049267971,COINBASE
1783039653660965000,BTC-USD,61310.57,0.00000007,buy,1049267972,COINBASE
1783039653905747000,BTC-USD,61310.57,0.00000007,buy,1049267973,COINBASE
1783039654006066000,BTC-USD,61310.58,0.00033352,sell,1049267974,COINBASE
1783039654261564000,BTC-USD,61310.57,0.00083069,buy,1049267975,COINBASE
1783039654304830000,BTC-USD,61310.57,0.00020633,buy,1049267976,COINBASE
1783039654721659000,BTC-USD,61310.58,0.00468314,sell,1049267977,COINBASE
1783039654765188000,BTC-USD,61310.58,0.00000016,sell,1049267978,COINBASE
1783039654952064000,BTC-USD,61310.58,0.01685683,sell,1049267979,COINBASE
1783039654952064000,BTC-USD,61310.58,0.00074317,sell,1049267980,COINBASE
1783039654952145000,BTC-USD,61310.58,0.0000205,sell,1049267981,COINBASE
1783039654980863000,BTC-USD,61311.34,0.00003262,buy,1049267982,COINBASE
1783039655002639000,BTC-USD,61311.34,0.00000008,buy,1049267983,COINBASE
1783039655137424000,BTC-USD,61311.53,0.00000013,buy,1049267984,COINBASE
1783039655210553000,BTC-USD,61311.54,0.000018,sell,1049267985,COINBASE
1783039655210553000,BTC-USD,61312.77,0.00005097,sell,1049267986,COINBASE
1783039655210553000,BTC-USD,61313.07,0.00022496,sell,1049267987,COINBASE
1783039655377903000,BTC-USD,61313.06,0.00000005,buy,1049267988,COINBASE
1783039656177879000,BTC-USD,61313.06,0.00000006,buy,1049267989,COINBASE
1783039656335128000,BTC-USD,61313.06,0.00004781,buy,1049267990,COINBASE
1783039656335128000,BTC-USD,61311.58,0.00098853,buy,1049267991,COINBASE
1783039656887824000,BTC-USD,61307.81,0.2,buy,1049267992,COINBASE
1783039656888163000,BTC-USD,61307.31,0.22181085,buy,1049267993,COINBASE
1783039656888473000,BTC-USD,61307.31,0.03208377,buy,1049267994,COINBASE
1783039656889708000,BTC-USD,61307.31,0.05297991,buy,1049267995,COINBASE
1783039656891074000,BTC-USD,61307.31,0.09975414,buy,1049267996,COINBASE
1783039656993763000,BTC-USD,61304.76,0.000018,buy,1049267997,COINBASE
1783039656993763000,BTC-USD,61301.91,0.02452472,buy,1049267998,COINBASE
1783039656993763000,BTC-USD,61301.7,0.04904944,buy,1049267999,COINBASE
1783039656993763000,BTC-USD,61301.37,0.000018,buy,1049268000,COINBASE
1783039656993763000,BTC-USD,61300,0.0429,buy,1049268001,COINBASE
1783039656993763000,BTC-USD,61300,0.01,buy,1049268002,COINBASE
1783039657189635000,BTC-USD,61299.99,0.00001615,sell,1049268003,COINBASE
1783039657523869000,BTC-USD,61299.97,0.00027126,sell,1049268004,COINBASE
1783039657523869000,BTC-USD,61299.98,0.00008464,sell,1049268005,COINBASE
1783039658524982000,BTC-USD,61299.99,0.00043243,sell,1049268006,COINBASE
1783039658914681000,BTC-USD,61299.99,0.00000006,buy,1049268007,COINBASE
1783039658982854000,BTC-USD,61300,0.00020072,sell,1049268008,COINBASE
1783039659419183000,BTC-USD,61299.99,0.0032781,buy,1049268009,COINBASE
1783039659461290000,BTC-USD,61299.99,0.00003262,buy,1049268010,COINBASE
1783039659656468000,BTC-USD,61299.99,0.00000009,buy,1049268011,COINBASE
1783039659918942000,BTC-USD,61299.99,0.00000035,buy,1049268012,COINBASE
1783039659981046000,BTC-USD,61299.99,0.00000008,buy,1049268013,COINBASE
1783039660063514000,BTC-USD,61300,0.27673085,sell,1049268014,COINBASE
1783039660067154000,BTC-USD,61300,0.0345102,sell,1049268015,COINBASE
1783039660067158000,BTC-USD,61300,0.2853102,sell,1049268016,COINBASE
1783039660067199000,BTC-USD,61300,0.27673787,sell,1049268017,COINBASE
1783039660067447000,BTC-USD,61300.77,0.00005098,sell,1049268018,COINBASE
1783039660067447000,BTC-USD,61301.15,0.00005098,sell,1049268019,COINBASE
1783039660067856000,BTC-USD,61301.53,0.0040782,sell,1049268020,COINBASE
1783039660362140000,BTC-USD,61302.29,0.00003323,buy,1049268021,COINBASE
1783039660833440000,BTC-USD,61303.06,0.00000005,buy,1049268022,COINBASE
1783039661099491000,BTC-USD,61303.07,0.00005098,sell,1049268023,COINBASE
1783039661099491000,BTC-USD,61303.45,0.00005098,sell,1049268024,COINBASE
1783039661099491000,BTC-USD,61303.53,0.00005098,sell,1049268025,COINBASE
1783039661099491000,BTC-USD,61303.83,0.0000428,sell,1049268026,COINBASE
1783039661131931000,BTC-USD,61303.82,0.00000011,buy,1049268027,COINBASE
1783039661177427000,BTC-USD,61303.82,0.00000009,buy,1049268028,COINBASE
1783039661795811000,BTC-USD,61304.27,0.00001614,sell,1049268029,COINBASE
1783039661980346000,BTC-USD,61304.26,0.00000004,buy,1049268030,COINBASE
1783039662250324000,BTC-USD,61304.26,0.00000005,buy,1049268031,COINBASE
1783039662529085000,BTC-USD,61304.27,0.00077349,sell,1049268032,COINBASE
1783039662554056000,BTC-USD,61304.26,0.00000007,buy,1049268033,COINBASE
1783039663062127000,BTC-USD,61304.26,0.00000014,buy,1049268034,COINBASE
1783039663228743000,BTC-USD,61304.27,0.00002597,sell,1049268035,COINBASE
1783039663228743000,BTC-USD,61304.27,0.0001929,sell,1049268036,COINBASE
1783039663228743000,BTC-USD,61304.27,0.00042118,sell,1049268037,COINBASE
1783039663228743000,BTC-USD,61304.77,0.00024402,sell,1049268038,COINBASE
1783039663228743000,BTC-USD,61305.04,0.00005097,sell,1049268039,COINBASE
1783039663228743000,BTC-USD,61305.42,0.00005097,sell,1049268040,COINBASE
1783039663228743000,BTC-USD,61305.5,0.00005097,sell,1049268041,COINBASE
1783039663228743000,BTC-USD,61305.8,0.00407792,sell,1049268042,COINBASE
1783039663228743000,BTC-USD,61305.8,0.00103183,sell,1049268043,COINBASE
1783039663243324000,BTC-USD,61305.8,0.00000244,sell,1049268044,COINBASE
1783039663255832000,BTC-USD,61305.8,0.00000016,sell,1049268045,COINBASE
1783039663361529000,BTC-USD,61305.79,0.00000005,buy,1049268046,COINBASE
1783039663677768000,BTC-USD,61301.76,0.01337097,buy,1049268047,COINBASE
1783039664213202000,BTC-USD,61301.8,0.00000012,buy,1049268048,COINBASE
1783039664274011000,BTC-USD,61301.8,0.00003262,buy,1049268049,COINBASE
1783039664414726000,BTC-USD,61301.81,0.00340339,sell,1049268050,COINBASE
1783039664442154000,BTC-USD,61301.81,0.00232043,sell,1049268051,COINBASE
1783039664521359000,BTC-USD,61301.8,0.00000011,buy,1049268052,COINBASE
1783039664537939000,BTC-USD,61301.8,0.00000023,buy,1049268053,COINBASE
1783039664792936000,BTC-USD,61301.8,0.00004261,buy,1049268054,COINBASE
1783039664792936000,BTC-USD,61301.8,0.00429025,buy,1049268055,COINBASE
1783039665292101000,BTC-USD,61301.79,0.00000009,buy,1049268056,COINBASE
1783039665308767000,BTC-USD,61301.79,0.00005592,buy,1049268057,COINBASE
1783039665820552000,BTC-USD,61302.57,0.00000018,buy,1049268058,COINBASE
1783039665840649000,BTC-USD,61302.57,0.00000004,buy,1049268059,COINBASE
1783039666208535000,BTC-USD,61303.35,0.00005098,sell,1049268060,COINBASE
1783039666208535000,BTC-USD,61303.53,0.00081562,sell,1049268061,COINBASE
1783039666208535000,BTC-USD,61303.73,0.00005098,sell,1049268062,COINBASE
1783039666208535000,BTC-USD,61303.81,0.00005098,sell,1049268063,COINBASE
1783039666208535000,BTC-USD,61304.11,0.00407803,sell,1049268064,COINBASE
1783039666208535000,BTC-USD,61304.11,0.00407803,sell,1049268065,COINBASE
1783039666208535000,BTC-USD,61304.25,0.00005098,sell,1049268066,COINBASE
1783039666208535000,BTC-USD,61304.87,0.00407798,sell,1049268067,COINBASE
1783039666208535000,BTC-USD,61304.88,0.00249275,sell,1049268068,COINBASE
1783039666265222000,BTC-USD,61304.88,0.00021062,sell,1049268069,COINBASE
1783039666326417000,BTC-USD,61304.88,0.00001614,sell,1049268070,COINBASE
1783039666652965000,BTC-USD,61304.87,0.00000007,buy,1049268071,COINBASE
1783039666885528000,BTC-USD,61304.87,0.00000002,buy,1049268072,COINBASE
1783039667184225000,BTC-USD,61304.88,0.0003576,sell,1049268073,COINBASE
1783039667184225000,BTC-USD,61305.65,0.00005097,sell,1049268074,COINBASE
1783039667184225000,BTC-USD,61305.8,0.00004239,sell,1049268075,COINBASE
1783039667184225000,BTC-USD,61306.03,0.00005097,sell,1049268076,COINBASE
1783039667184225000,BTC-USD,61306.11,0.00005097,sell,1049268077,COINBASE
1783039667741941000,BTC-USD,61306.4,0.00000003,buy,1049268078,COINBASE
1783039668311072000,BTC-USD,61306.41,0.00019291,sell,1049268079,COINBASE
1783039668311072000,BTC-USD,61307.18,0.00005097,sell,1049268080,COINBASE
1783039668311072000,BTC-USD,61307.56,0.00005097,sell,1049268081,COINBASE
1783039668311072000,BTC-USD,61307.64,0.00004558,sell,1049268082,COINBASE
1783039668320465000,BTC-USD,61307.64,0.00000539,sell,1049268083,COINBASE
1783039668443265000,BTC-USD,61307.94,0.00407778,sell,1049268084,COINBASE
1783039668443265000,BTC-USD,61307.94,0.00407778,sell,1049268085,COINBASE
1783039668443265000,BTC-USD,61307.94,0.00039999,sell,1049268086,COINBASE
1783039668443365000,BTC-USD,61308.15,0.000018,sell,1049268087,COINBASE
1783039668443365000,BTC-USD,61308.71,0.00407772,sell,1049268088,COINBASE
1783039668443365000,BTC-USD,61308.86,0.00005097,sell,1049268089,COINBASE
1783039668459112000,BTC-USD,61309.47,0.00003262,buy,1049268090,COINBASE
1783039668478605000,BTC-USD,61309.48,0.00407767,sell,1049268091,COINBASE
1783039668478605000,BTC-USD,61309.48,0.00016066,sell,1049268092,COINBASE
1783039668766382000,BTC-USD,61311.54,0.000018,sell,1049268093,COINBASE
1783039668885816000,BTC-USD,61313.06,0.00000012,buy,1049268094,COINBASE
1783039668920202000,BTC-USD,61313.06,0.00000009,buy,1049268095,COINBASE
1783039669282442000,BTC-USD,61313.07,0.00030366,sell,1049268096,COINBASE
1783039669282442000,BTC-USD,61313.07,0.01539098,sell,1049268097,COINBASE
1783039669282442000,BTC-USD,61313.84,0.00005097,sell,1049268098,COINBASE
1783039670007670000,BTC-USD,61314.92,0.0000001,buy,1049268099,COINBASE
1783039670183090000,BTC-USD,61314.92,0.02033467,buy,1049268100,COINBASE
1783039670236874000,BTC-USD,61314.92,0.00000029,buy,1049268101,COINBASE
1783039670309776000,BTC-USD,61314.92,0.00000011,buy,1049268102,COINBASE
1783039670396855000,BTC-USD,61314.93,0.000018,sell,1049268103,COINBASE
1783039670396855000,BTC-USD,61314.93,0.0007195,sell,1049268104,COINBASE
1783039670843793000,BTC-USD,61314.93,0.00001614,sell,1049268105,COINBASE
1783039671124955000,BTC-USD,61314.93,0.00032989,sell,1049268106,COINBASE
1783039671124955000,BTC-USD,61314.93,0.00723432,sell,1049268107,COINBASE
1783039671125386000,BTC-USD,61314.93,0.21166568,sell,1049268108,COINBASE
1783039671133267000,BTC-USD,61315.19,0.00016,sell,1049268109,COINBASE
1783039671152858000,BTC-USD,61316.57,0.00001352,sell,1049268110,COINBASE
1783039671152858000,BTC-USD,61317.38,0.00005096,sell,1049268111,COINBASE
1783039671152858000,BTC-USD,61318,0.00407711,sell,1049268112,COINBASE
1783039671152858000,BTC-USD,61318.32,0.000018,sell,1049268113,COINBASE
1783039671223117000,BTC-USD,61321.7,0.0000001,buy,1049268114,COINBASE
1783039671227472000,BTC-USD,61321.71,0.000018,sell,1049268115,COINBASE
1783039671227472000,BTC-USD,61322.21,0.00394488,sell,1049268116,COINBASE
1783039672151055000,BTC-USD,61322.21,0.00087179,sell,1049268117,COINBASE
1783039672635314000,BTC-USD,61322.2,0.00000003,buy,1049268118,COINBASE
1783039673335155000,BTC-USD,61322.2,0.0000001,buy,1049268119,COINBASE
1783039673539238000,BTC-USD,61322.2,0.00004289,buy,1049268120,COINBASE
1783039673539238000,BTC-USD,61321.7,0.09467774,buy,1049268121,COINBASE
1783039673575614000,BTC-USD,61321.7,0.04996122,buy,1049268122,COINBASE
1783039673689078000,BTC-USD,61321.7,0.05184692,buy,1049268123,COINBASE
